Date,Code,Open,High,Low,Close,UpperLimit,LowerLimit,Volume,TurnoverValue,AdjFactor,AdjustmentOpen,AdjustmentHigh,AdjustmentLow,AdjustmentClose,AdjustmentVolume
2026-01-07,485A0,2480.0,2644.0,2431.0,2509.0,0,0,11708900.0,29614363800.0,1.0,2480.0,2644.0,2431.0,2509.0,11708900.0
2026-01-08,485A0,2450.0,2491.0,2250.0,2250.0,0,0,5635600.0,13192789700.0,1.0,2450.0,2491.0,2250.0,2250.0,5635600.0
2026-01-09,485A0,2338.0,2464.0,2161.0,2171.0,0,0,6293500.0,14543657600.0,1.0,2338.0,2464.0,2161.0,2171.0,6293500.0
2026-01-13,485A0,2201.0,2345.0,2080.0,2310.0,0,0,9563900.0,21637434700.0,1.0,2201.0,2345.0,2080.0,2310.0,9563900.0
2026-01-14,485A0,2320.0,2324.0,2186.0,2223.0,0,0,2966800.0,6694104500.0,1.0,2320.0,2324.0,2186.0,2223.0,2966800.0
2026-01-15,485A0,2175.0,2698.0,2147.0,2520.0,0,0,10105600.0,25004172700.0,1.0,2175.0,2698.0,2147.0,2520.0,10105600.0
2026-01-16,485A0,2470.0,2570.0,2384.0,2518.0,0,0,4588300.0,11418359700.0,1.0,2470.0,2570.0,2384.0,2518.0,4588300.0
2026-01-19,485A0,2493.0,2824.0,2402.0,2445.0,0,0,7407800.0,19569919000.0,1.0,2493.0,2824.0,2402.0,2445.0,7407800.0
2026-01-20,485A0,2450.0,2547.0,2375.0,2439.0,0,0,3094100.0,7584309300.0,1.0,2450.0,2547.0,2375.0,2439.0,3094100.0
2026-01-21,485A0,2330.0,2360.0,2230.0,2280.0,0,0,2734100.0,6294714000.0,1.0,2330.0,2360.0,2230.0,2280.0,2734100.0
2026-01-22,485A0,2312.0,2313.0,2090.0,2100.0,0,0,2349600.0,5118942000.0,1.0,2312.0,2313.0,2090.0,2100.0,2349600.0
2026-01-23,485A0,2124.0,2265.0,2051.0,2217.0,0,0,2498100.0,5455656800.0,1.0,2124.0,2265.0,2051.0,2217.0,2498100.0
2026-01-26,485A0,2201.0,2288.0,2161.0,2236.0,0,0,1718800.0,3813496900.0,1.0,2201.0,2288.0,2161.0,2236.0,1718800.0
2026-01-27,485A0,2210.0,2223.0,2103.0,2103.0,0,0,1132900.0,2440745900.0,1.0,2210.0,2223.0,2103.0,2103.0,1132900.0
2026-01-28,485A0,2010.0,2068.0,1953.0,2005.0,0,0,1460900.0,2940095200.0,1.0,2010.0,2068.0,1953.0,2005.0,1460900.0
2026-01-29,485A0,1985.0,2000.0,1836.0,1948.0,0,0,1738100.0,3315637700.0,1.0,1985.0,2000.0,1836.0,1948.0,1738100.0
2026-01-30,485A0,1975.0,2027.0,1864.0,1886.0,0,0,1049900.0,2017105900.0,1.0,1975.0,2027.0,1864.0,1886.0,1049900.0
2026-02-02,485A0,1890.0,2175.0,1856.0,2021.0,0,0,2793800.0,5788652800.0,1.0,1890.0,2175.0,1856.0,2021.0,2793800.0
2026-02-03,485A0,2046.0,2125.0,2002.0,2098.0,0,0,1253700.0,2594211700.0,1.0,2046.0,2125.0,2002.0,2098.0,1253700.0
2026-02-04,485A0,2061.0,2200.0,2015.0,2180.0,0,0,1214400.0,2588350500.0,1.0,2061.0,2200.0,2015.0,2180.0,1214400.0
2026-02-05,485A0,2170.0,2230.0,2056.0,2089.0,0,0,1080100.0,2300740300.0,1.0,2170.0,2230.0,2056.0,2089.0,1080100.0
2026-02-06,485A0,2039.0,2172.0,1995.0,2163.0,0,0,674400.0,1403373000.0,1.0,2039.0,2172.0,1995.0,2163.0,674400.0
2026-02-09,485A0,2247.0,2339.0,2174.0,2233.0,0,0,1574900.0,3539354500.0,1.0,2247.0,2339.0,2174.0,2233.0,1574900.0
2026-02-10,485A0,2270.0,2546.0,2240.0,2420.0,0,0,3371500.0,8137880200.0,1.0,2270.0,2546.0,2240.0,2420.0,3371500.0
2026-02-12,485A0,2420.0,2523.0,2402.0,2492.0,0,0,1697200.0,4185823200.0,1.0,2420.0,2523.0,2402.0,2492.0,1697200.0
2026-02-13,485A0,2456.0,2646.0,2439.0,2525.0,0,0,2352600.0,5973292500.0,1.0,2456.0,2646.0,2439.0,2525.0,2352600.0
2026-02-16,485A0,3025.0,3025.0,3025.0,3025.0,1,0,114600.0,346665000.0,1.0,3025.0,3025.0,3025.0,3025.0,114600.0
2026-02-17,485A0,3390.0,3725.0,3340.0,3725.0,1,0,6044500.0,21915523000.0,1.0,3390.0,3725.0,3340.0,3725.0,6044500.0
2026-02-18,485A0,3660.0,4345.0,3500.0,4195.0,0,0,14074800.0,57429454500.0,1.0,3660.0,4345.0,3500.0,4195.0,14074800.0
2026-02-19,485A0,4090.0,4175.0,3610.0,3660.0,0,0,4181100.0,16033774500.0,1.0,4090.0,4175.0,3610.0,3660.0,4181100.0
2026-02-20,485A0,3590.0,3735.0,3365.0,3430.0,0,0,2669800.0,9445789000.0,1.0,3590.0,3735.0,3365.0,3430.0,2669800.0
2026-02-24,485A0,3395.0,3850.0,3285.0,3565.0,0,0,2624800.0,9601305000.0,1.0,3395.0,3850.0,3285.0,3565.0,2624800.0
2026-02-25,485A0,3700.0,3895.0,3450.0,3475.0,0,0,1912200.0,7008421000.0,1.0,3700.0,3895.0,3450.0,3475.0,1912200.0
2026-02-26,485A0,3500.0,3640.0,3460.0,3475.0,0,0,1103900.0,3888853500.0,1.0,3500.0,3640.0,3460.0,3475.0,1103900.0
2026-02-27,485A0,3460.0,3880.0,3435.0,3840.0,0,0,1737300.0,6459471500.0,1.0,3460.0,3880.0,3435.0,3840.0,1737300.0
2026-03-02,485A0,4050.0,4540.0,3950.0,4540.0,1,0,2669600.0,11318995000.0,1.0,4050.0,4540.0,3950.0,4540.0,2669600.0
2026-03-03,485A0,4815.0,4890.0,4300.0,4435.0,0,0,3432400.0,15669698500.0,1.0,4815.0,4890.0,4300.0,4435.0,3432400.0
2026-03-04,485A0,4200.0,4320.0,3735.0,4060.0,0,1,2919800.0,11706575000.0,1.0,4200.0,4320.0,3735.0,4060.0,2919800.0
2026-03-05,485A0,4500.0,4745.0,4340.0,4525.0,0,0,3227700.0,14704684000.0,1.0,4500.0,4745.0,4340.0,4525.0,3227700.0
2026-03-06,485A0,4425.0,4550.0,4255.0,4310.0,0,0,1294700.0,5672691000.0,1.0,4425.0,4550.0,4255.0,4310.0,1294700.0
2026-03-09,485A0,4030.0,4220.0,3875.0,4190.0,0,0,1726800.0,6965483000.0,1.0,4030.0,4220.0,3875.0,4190.0,1726800.0
2026-03-10,485A0,4390.0,4520.0,4265.0,4400.0,0,0,1165900.0,5129853500.0,1.0,4390.0,4520.0,4265.0,4400.0,1165900.0
2026-03-11,485A0,4540.0,4690.0,4380.0,4415.0,0,0,1249600.0,5691410000.0,1.0,4540.0,4690.0,4380.0,4415.0,1249600.0
2026-03-12,485A0,4385.0,4815.0,4100.0,4640.0,0,0,3064900.0,13945092500.0,1.0,4385.0,4815.0,4100.0,4640.0,3064900.0
2026-03-13,485A0,4550.0,5340.0,4540.0,5150.0,1,0,3934600.0,20353621000.0,1.0,4550.0,5340.0,4540.0,5150.0,3934600.0
2026-03-16,485A0,5650.0,5900.0,5480.0,5670.0,0,0,3041700.0,17307616000.0,1.0,5650.0,5900.0,5480.0,5670.0,3041700.0
2026-03-17,485A0,5890.0,5950.0,5100.0,5310.0,0,0,1992900.0,10828963000.0,1.0,5890.0,5950.0,5100.0,5310.0,1992900.0
2026-03-18,485A0,5410.0,5840.0,5270.0,5800.0,0,0,1291300.0,7204046000.0,1.0,5410.0,5840.0,5270.0,5800.0,1291300.0
2026-03-19,485A0,5510.0,6150.0,5460.0,5870.0,0,0,1790800.0,10521096000.0,1.0,5510.0,6150.0,5460.0,5870.0,1790800.0
2026-03-23,485A0,5770.0,5980.0,5310.0,5330.0,0,0,1232200.0,6825618000.0,1.0,5770.0,5980.0,5310.0,5330.0,1232200.0
2026-03-24,485A0,5800.0,5900.0,4730.0,4880.0,0,0,2112400.0,11032445500.0,1.0,5800.0,5900.0,4730.0,4880.0,2112400.0
2026-03-25,485A0,4845.0,4900.0,4180.0,4180.0,0,1,2249000.0,9943751500.0,1.0,4845.0,4900.0,4180.0,4180.0,2249000.0
2026-03-26,485A0,4180.0,4355.0,3850.0,3945.0,0,0,1635700.0,6600033000.0,1.0,4180.0,4355.0,3850.0,3945.0,1635700.0
2026-03-27,485A0,4085.0,4370.0,3800.0,4250.0,0,0,1741800.0,7200512500.0,1.0,4085.0,4370.0,3800.0,4250.0,1741800.0
2026-03-30,485A0,4180.0,4725.0,4120.0,4725.0,0,0,2151900.0,9534625000.0,1.0,4180.0,4725.0,4120.0,4725.0,2151900.0
2026-03-31,485A0,4725.0,4925.0,4480.0,4625.0,0,0,2807800.0,13177097500.0,1.0,4725.0,4925.0,4480.0,4625.0,2807800.0
2026-04-01,485A0,4925.0,5330.0,4900.0,5330.0,1,0,1985100.0,10274812000.0,1.0,4925.0,5330.0,4900.0,5330.0,1985100.0
2026-04-02,485A0,5320.0,5390.0,4995.0,5030.0,0,0,1907800.0,9868243000.0,1.0,5320.0,5390.0,4995.0,5030.0,1907800.0
2026-04-03,485A0,5500.0,5930.0,5490.0,5800.0,0,0,3102200.0,17745986000.0,1.0,5500.0,5930.0,5490.0,5800.0,3102200.0
2026-04-06,485A0,6140.0,6570.0,5980.0,5990.0,0,0,3432500.0,21670395000.0,1.0,6140.0,6570.0,5980.0,5990.0,3432500.0
2026-04-07,485A0,6000.0,6020.0,5530.0,5750.0,0,0,1766100.0,10112685000.0,1.0,6000.0,6020.0,5530.0,5750.0,1766100.0
2026-04-08,485A0,5950.0,6440.0,5540.0,6420.0,0,0,3182200.0,19549591000.0,1.0,5950.0,6440.0,5540.0,6420.0,3182200.0
2026-04-09,485A0,6160.0,7100.0,6110.0,6700.0,0,0,3903600.0,26376975000.0,1.0,6160.0,7100.0,6110.0,6700.0,3903600.0
2026-04-10,485A0,6800.0,7700.0,6660.0,7600.0,1,0,4614400.0,33958807000.0,1.0,6800.0,7700.0,6660.0,7600.0,4614400.0
2026-04-13,485A0,7600.0,7820.0,7110.0,7120.0,0,0,2708400.0,20069343000.0,1.0,7600.0,7820.0,7110.0,7120.0,2708400.0
2026-04-14,485A0,6900.0,7340.0,6620.0,7110.0,0,0,2159400.0,15083807000.0,1.0,6900.0,7340.0,6620.0,7110.0,2159400.0
2026-04-15,485A0,7110.0,7200.0,6700.0,6750.0,0,0,1090400.0,7544860000.0,1.0,7110.0,7200.0,6700.0,6750.0,1090400.0
2026-04-16,485A0,6650.0,7490.0,6650.0,7320.0,0,0,1565700.0,11216170000.0,1.0,6650.0,7490.0,6650.0,7320.0,1565700.0
2026-04-17,485A0,7330.0,7420.0,6530.0,6700.0,0,0,1457800.0,9927124000.0,1.0,7330.0,7420.0,6530.0,6700.0,1457800.0
2026-04-20,485A0,6700.0,6940.0,6540.0,6710.0,0,0,729500.0,4945325000.0,1.0,6700.0,6940.0,6540.0,6710.0,729500.0
2026-04-21,485A0,6890.0,7180.0,6810.0,7120.0,0,0,956200.0,6708778000.0,1.0,6890.0,7180.0,6810.0,7120.0,956200.0
2026-04-22,485A0,7010.0,7690.0,6940.0,7670.0,0,0,1184800.0,8661439000.0,1.0,7010.0,7690.0,6940.0,7670.0,1184800.0
2026-04-23,485A0,7770.0,7850.0,6960.0,7130.0,0,0,1223800.0,8922317000.0,1.0,7770.0,7850.0,6960.0,7130.0,1223800.0
2026-04-24,485A0,7490.0,7970.0,7260.0,7740.0,0,0,2050900.0,15730812000.0,1.0,7490.0,7970.0,7260.0,7740.0,2050900.0
2026-04-27,485A0,8040.0,9240.0,8000.0,8970.0,1,0,2730800.0,24253632000.0,1.0,8040.0,9240.0,8000.0,8970.0,2730800.0
2026-04-28,485A0,9310.0,10030.0,8810.0,9850.0,0,0,2630500.0,24851606000.0,1.0,9310.0,10030.0,8810.0,9850.0,2630500.0
2026-04-30,485A0,9820.0,10850.0,9530.0,10690.0,0,0,2659200.0,26683420000.0,1.0,9820.0,10850.0,9530.0,10690.0,2659200.0
2026-05-01,485A0,10990.0,11680.0,10210.0,10480.0,0,0,3726000.0,40579504000.0,1.0,10990.0,11680.0,10210.0,10480.0,3726000.0
